YEAR,country,ccode,region,rcode,sum,NUM,unga_imp,unga_impcons,ecoaid,milaid,OFDI,gdp,GdpPc,population,geo_distance,xxtot,mmtot,dist_CHINA,timepaytax,unemp,inflation,exchrate,legal,property,corru,tradefree,invfree,finfree,ecoaidpc,milaidpc,diaspora,chineseXunga_imp,chineseXmilaidpc,chineseXecoaidpc,agnu_china,bit,diplo,usainvXunga_imp,usainvXecoaidpc,usainvXmilaidpc,dummy_unga_china,SOEs,POEs,seasia,soe_dummy,ungaXsoe,ecoaidXsoe,milaidXsoe,sumrel,ofdirel,usainvXdiaspora,usainvXsoe,usainv,unga_impstd,ecoaidstd,milaidstd,ofdistd,ecoaidpcln,milaidpcln,indexXdiaspora,index2,s,ssoes,spoes,sel,dummy1,dummy2,dummy3,dummy4,dummy5,dummy6,dummy7,dummy8,region1,region2,region3,region4,region5,region6,region7,region8,trade,country1,comlang,dist,distw,distance,tradew,tradewstd,distancestd,comlangstd,pc1,pc2,pc3,INDEX,min_INDEX,max_INDEX,index,_est_soe,_est_poe,_est_one,_est_two,_est_three,_est_four,_est_five,_est_six,_est_seven,_est_eight,p1,_est_HECK_SOES,phi1,capphi1,invmills_SOEs,_est_CORRECTED_SOES,p2,_est_HECK_POES,phi2,capphi2,invmills_POEs,_est_CORRECTED_POES,_est_eleven,_est_twelve,_est_nine,_est_ten,strategicpartn,taiwan,chinese_immigrants,log_chinese_immigrants,dup,log_agnu_china,log_unga_imp,log_dist_china,log_gdp,log_exchrate,migra_dummy,log_exports,log_imports,exports,imports,natres,russia_unga,france_unga,uk_unga,assist_oecd,log_natres,taiwan_fdi,log_russia_unga
2012,Croatia,344,Europe,4,0,0,61.7,90.300003,3,3446300,.15,44.908876583,10523,4.267558,6909.1689,.029205311,.022281086,7648.7632,196,15.8,1.8509812,5.8502917,7,40,41,87.5,70,60,.70297813,.80755788,0,0,0,0,.69333303,0,3,0,0,0,0,0,0,0,0,0,0,0,.000099999997,.035148907,0,0,351.48907,1.0729437,-.33730045,-.12131,-.18790972,-.35242948,-.21374054,0,.18252859,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,387590803.5,HRV,0,6909.1694,8368.555226094437,.00011949494,8630606,-.67921191,-.040585831,-.8028186,-.54145283,-.88874668,1.1208532,-.268888,-.98707879,3.8155789,1.4954028,0,0,0,0,0,0,0,0,0,0,-1.6455686,1,.10301439,.049926303,2.0633292,1,-1.7958167,1,.079546198,.036261842,2.1936612,1,0,0,0,0,0,0,0,-15.18,0,-.36624482,4.1222839,8.9422989,3.8046355,1.7664915,0,-7.3627238,-10.10237,,,,,,,,,0,
2005,Serbia,345,Europe,4,0,0,83.3,93.800003,211,0,.037,25.234408773,3391,7.440769,7200,.013165968,.026692992,7620,279,20.799999,15.68185,66.713806,6,,,,,,28.357285,0,0,0,0,0,,1,0,0,0,,1,0,0,0,0,0,0,,.000099999997,.0049726041,0,0,49.726044,2.0085444,1.1036294,-.15177158,-.20554671,3.3448839,,0,1.6434273,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,95999684.5,YUG,0,7266.376,8710.541206397247,.00011480343,3804316.8,-.76167876,-.10559736,-.8028186,-.90329576,-.26908311,1.9923481,.015381927,-.98707879,3.8155789,2.0873041,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0,0,0,0,0,0,0,0,-15.18,0,,4.4224486,8.9385319,3.2282085,4.2004118,0,,,,,,,,,,,0,
2006,Serbia,345,Europe,4,0,0,66.7,84.900002,128,0,.042,26.142847489,3527,7.411569,7200,.011076726,.018276038,7620,279,20.799999,12.498459,67.145813,7,,,,,,17.270298,0,0,0,0,0,,1,0,0,0,,1,0,0,0,0,0,0,,.000099999997,.0056668161,0,0,56.668163,1.2895178,.52594107,-.15177158,-.20514096,2.8489881,,,.77640927,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,-.98707879,3.8155789,,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0,0,0,0,0,0,0,0,-15.18,0,,4.2002048,8.9385319,3.2635756,4.2068667,0,-8.0795994,-11.638443,,,,,,,,,0,
2007,Serbia,345,Europe,4,0,0,75,89.5,126,75000,.046,27.554561254,3733,7.381579,7200,.0091147562,.020312548,7620,279,18.1,10.099558,58.453526,7,,,,,,17.069519,.010160428,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,.000099999997,.0062317289,0,0,62.317291,1.649031,.51547945,-.15138832,-.20481078,2.8372943,-4.5892549,,.86171877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,-.98707879,3.8155789,,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0,0,0,0,0,0,0,0,-15.18,0,,4.3174882,8.9385319,3.3161681,4.0682321,0,-8.1172771,-11.196802,,,,,,,,,0,
2008,Serbia,345,Europe,4,0,0,32.4,81.900002,65,268000,.06,28.601634581,3891,7.350221,7200,.0059447242,.02205527,7620,279,13.6,12.608015,55.723484,7,,,,,,8.8432713,.036461487,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,.000099999997,.00816302,0,0,81.630203,-.19618137,.086850166,-.15039623,-.20368202,2.1796567,-3.3114986,,.19452244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,-.98707879,3.8155789,,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0,0,0,0,0,0,0,0,-15.18,0,,3.4781585,8.9385319,3.3534639,4.0204015,0,-7.9741335,-11.431935,,,,,,,,,0,
2009,Serbia,345,Europe,4,0,0,48.2,87.400002,60,1684000,.141,27.598927748,3770,7.320807,7200,.0082467794,.02231684,7620,279,16.6,5.9187627,67.580597,7,40,34,78,40,50,8.1958179,.23002928,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,.000099999997,.019260172,0,0,192.60173,.48819318,.053114563,-.14309473,-.19719613,2.1036241,-1.4695487,,.27943897,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,-.98707879,3.8155789,,0,0,1,1,1,1,1,1,1,1,,0,,,,0,,0,,,,0,0,0,0,0,0,0,0,-15.18,0,,3.8753591,8.9385319,3.3177769,4.2133207,0,-8.2680626,-10.46614,,,,,,,,,0,
2010,Serbia,345,Europe,4,480,2,50,88.199997,67,1903000,.108,27.876766883,3823,7.291436,7200,.007135421,.015370095,7620,279,19.200001,4.8926654,77.728935,7,40,34,75.199997,50,50,9.1888618,.2609911,0,0,0,0,,1,0,0,0,0,1,240,0,0,1,50,2.2179921,12.472241,65.83065,.014811897,0,.00022500001,.00022500001,.5661599,.10485719,-.14192684,-.208453,2.2179921,-1.343269,,.31876999,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,-.98707879,3.8155789,,0,0,1,1,1,1,1,1,1,1,,0,,,,0,,0,,,,0,0,0,0,0,0,0,0,-15.18,0,,3.9120231,8.9385319,3.3277936,4.3532276,0,-8.4279289,-10.139684,,,,,,,,,0,
2011,Serbia,345,Europe,4,0,0,64.2,90.5,59,2789000,.11,28.313654008,3914,7.234099,7200,.006749026,.014571661,7620,279,23,9.6193562,73.333397,7,40,35,75.199997,60,50,8.1558189,.38553521,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,.000099999997,.015205763,0,0,152.05763,1.1812305,.051030412,-.13722895,-.19956578,2.0987318,-.95312274,,.39804724,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,-.98707879,3.8155789,,0,0,1,1,1,1,1,1,1,1,,0,,,,0,,0,,,,0,0,0,0,0,0,0,0,-15.18,0,,4.162003,8.9385319,3.3433442,4.2950163,0,-8.4742107,-10.016034,,,,,,,,,0,
2012,Serbia,345,Europe,4,0,0,50.7,86.599998,33,2687000,.112,27.882437057,3873,7.199077,7200,.0086810114,.016724244,7620,279,23.9,5.9794641,87.973297,7,40,35,77.900002,60,50,4.583921,.37324229,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,.000099999997,.01555755,0,0,155.5755,.59648031,-.13508362,-.13769266,-.19936018,1.5225548,-.98552752,,.20271643,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,-.98707879,3.8155789,,0,0,1,1,1,1,1,1,1,1,,0,,,,0,,0,,,,0,0,0,0,0,0,0,0,-15.18,0,,3.925926,8.9385319,3.327997,4.4770331,0,-8.5096073,-9.7926474,,,,,,,,,0,
2005,Bosnia,346,Europe,4,0,0,83.3,91.800003,34,9437000,.005,10.948051122,2822,3.879828,7188.3232,.034383748,.019154435,7615.6992,368,,3.8776274,1.5727221,5,10,33,71.800003,30,70,8.7632751,2.4323242,0,0,0,0,.72058803,1,2,0,0,0,0,0,0,0,0,0,0,0,.000099999997,.0012887169,0,0,12.88717,2.0085444,.082681961,-.06002282,-.20769981,2.1705697,.88884723,0,.65241277,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45169745.5,BIH,0,7188.3228,8546.149594386672,.00011701176,4125825.3,-.75618511,-.074995875,-.8028186,-.6248377,-.81460947,1.9224842,-.084499978,-.98707879,3.8155789,1.8793319,0,0,0,0,0,0,0,0,0,0,-3.1832404,1,.002515086,.00072818319,3.4539192,0,-1.7718539,0,.083020173,.038209405,2.1727681,0,0,0,1,1,0,0,0,-15.18,0,-.32768768,4.4224486,8.9379673,2.3931615,.45280793,0,-10.569541,-8.76126,,,,,,,,,0,
2006,Bosnia,346,Europe,4,0,0,62.5,83.400002,42,10103000,.002,11.626830292,3000,3.875157,7188.3232,.035838336,.019381803,7615.6992,368,31.799999,5.7284904,1.5590719,5,10,31,75.199997,50,70,10.83827,2.6071203,0,0,0,0,.57352901,1,2,0,0,0,0,0,0,0,0,0,0,0,.000099999997,.00051610812,0,0,5.1610813,1.1075954,.19079974,-.053429402,-.20815137,2.3830833,.95824629,0,.54141903,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39290294.5,BIH,0,7188.3228,8546.149594386672,.00011701176,3379278.3,-.7689414,-.074995875,-.8028186,-.76936042,-.57954496,1.2059364,-.22965415,-.98707879,3.8155789,1.5770948,1,1,1,1,1,1,1,1,1,1,-2.6531115,1,.01181437,.0039876765,2.9627202,1,-3.3099957,1,.0016665926,.00046648711,3.5726445,1,1,1,1,1,0,0,0,-15.18,0,-.55594677,4.1351666,8.9379673,2.4533155,.44409069,0,-10.602737,-8.7932758,,,,,,,,,0,
2007,Bosnia,346,Europe,4,0,0,70,85.699997,34,9546000,0,12.421872947,3211,3.868665,7188.3232,.025465293,.021499876,7615.6992,368,29.700001,5.7177925,1.4290028,5,10,29,80.199997,50,60,8.7885618,2.4675179,0,0,0,0,.68254,1,2,0,0,0,0,0,0,0,0,0,0,0,.000099999997,0,0,0,0,1.4324569,.083999529,-.058695294,-.20845301,2.1734512,.90321273,0,.52599639,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,23269148,BIH,0,7188.3228,8546.149594386672,.00011701176,1873239.9,-.79467505,-.074995875,-.8028186,-.71366811,-.71758837,1.4596149,-.19607943,-.98707879,3.8155789,1.6470034,1,1,1,1,1,1,1,1,1,1,-2.5002999,1,.017515162,.00620441,2.8230181,1,-2.9785914,1,.0047247433,.0014478831,3.2632077,1,1,1,1,1,0,0,0,-15.18,0,-.38193414,4.2484951,8.9379673,2.5194588,.35697684,0,-10.017109,-10.464225,,,,,,,,,0,
2008,Bosnia,346,Europe,4,0,0,42.6,84.5,35,4264000,-.002,13.095138461,3391,3.861201,7188.3232,.021498151,.032209992,7615.6992,428,23.9,7.5565844,1.3351957,5,10,29,79.800003,50,60,9.064537,1.1043196,0,0,0,0,.702703,1,2,0,0,0,0,0,0,0,0,0,0,0,.000099999997,-.00051797356,0,0,-5.1797357,.24562995,.098379239,-.11011597,-.20875575,2.2043698,.099229373,0,.28305337,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,31043498,BIH,0,7188.3228,8546.149594386672,.00011701176,2370612.5,-.78617644,-.074995875,-.8028186,-.84117842,-.51074624,.48922312,-.40510681,-.98707879,3.8155789,1.2117707,1,1,1,1,1,1,1,1,1,1,-2.4514534,1,.019766819,.0071140295,2.7785685,1,-2.2306671,1,.033144567,.012851594,2.5790238,1,1,1,1,1,0,0,0,-15.18,0,-.35282096,3.7518542,8.9379673,2.5722411,.28907785,0,-9.8855419,-12.050804,,,,,,,,,0,
2009,Bosnia,346,Europe,4,0,0,57.4,89.099998,49,4534000,.006,12.714069932,3299,3.853446,7188.3232,.003520557,.026307451,7615.6992,422,24.1,.051945392,1.4078913,5,10,33,77.199997,50,60,12.715891,1.1766093,0,0,0,0,.67142898,1,2,0,0,0,0,0,0,0,0,0,0,0,.000099999997,.0015570479,0,0,15.570479,.88668984,.28863332,-.10738916,-.20754297,2.5428524,.1626368,0,.52498704,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,23694149.5,BIH,0,7188.3228,8546.149594386672,.00011701176,1863616.4,-.7948395,-.074995875,-.8028186,-.82259357,-.52116752,1.0272473,-.27286702,-.98707879,3.8155789,1.4871178,1,1,1,1,1,1,1,1,1,1,-2.0395372,1,.049847122,.020698221,2.4082804,1,-2.303091,1,.028126229,.010636861,2.6442227,1,1,1,1,1,0,0,0,-15.18,0,-.39834702,4.0500445,8.9379673,2.5427094,.34209302,0,-10.425229,-11.213777,,,,,,,,,0,
2010,Bosnia,346,Europe,4,710,1,52.5,88.5,48,5156000,.006,12.803068421,3329,3.845929,7188.3232,.0025181619,.035578128,7615.6992,422,27.200001,2.2859526,1.4767395,5,10,32,80.800003,70,60,12.48073,1.3406384,0,0,0,0,.66000003,1,2,0,0,0,0,710,0,0,1,52.5,2.5241859,14.108657,184.61079,.0015600912,0,8.4507037e-06,8.4507037e-06,.674447,.27638024,-.10120188,-.20845301,2.5241859,.29314592,0,.47694719,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,26617867.5,BIH,0,7188.3228,8546.149594386672,.00011701176,2079022.5,-.79115885,-.074995875,-.8028186,-.84410459,-.48300132,.85515344,-.30896121,-.98707879,3.8155789,1.4119631,1,1,1,1,1,1,1,1,1,1,-1.9305458,1,.06188719,.026769623,2.3118439,1,-2.1634693,1,.038417652,.015252551,2.518769,1,1,1,1,1,0,0,0,-15.18,0,-.41551539,3.9608133,8.9379673,2.5496848,.38983664,0,-10.644809,-11.281393,,,,,,,,,0,
2011,Bosnia,346,Europe,4,0,0,69.90000000000001,81.5,50,5477000,.006,12.969508307,3378,3.839322,7188.3232,.0020474941,.04034894,7615.6992,422,27.6,2.3309419,1.4069366,5,20,30,86,70,60,13.023132,1.426554,0,0,0,0,.70129901,1,2,0,0,0,0,0,0,0,0,0,0,0,.000099999997,.0015627759,0,0,15.62776,1.4281254,.30464217,-.097961091,-.20753963,2.5667272,.35526171,0,.66682303,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,36431557,BIH,0,7188.3228,8546.149594386672,.00011701176,2809016,-.77868545,-.074995875,-.8028186,-.7569232,-.60311043,1.4675111,-.17061791,-.98707879,3.8155789,1.7000189,1,1,1,1,1,1,1,1,1,1,-1.8089056,1,.077691592,.035232835,2.2050905,1,-2.04445,1,.049349554,.020454554,2.4126439,1,1,1,1,1,0,0,0,-15.18,0,-.35482094,4.2470655,8.9379673,2.5626011,.34141475,0,-10.73239,-10.973652,,,,,,,,,0,
2012,Bosnia,346,Europe,4,0,0,58.2,88.699997,39,5499000,.006,12.878721745,3359,3.833916,7188.3232,.003479013,.025434678,7615.6992,407,28.1,.60297477,1.52221,5,20,32,86,70,60,10.172367,1.4343038,0,0,0,0,.70289898,1,2,0,0,0,0,0,0,0,0,0,0,0,.000099999997,.0015649796,0,0,15.649796,.92134166,.15610281,-.09766876,-.20753834,2.319675,.36067954,0,.44475487,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,34590937.5,BIH,0,7188.3228,8546.149594386672,.00011701176,2685898.3,-.7807892,-.074995875,-.8028186,-.77713543,-.59558499,1.0438201,-.27724737,-.98707879,3.8155789,1.4779972,1,1,1,1,1,1,1,1,1,1,-1.8495989,1,.072118364,.032185692,2.2406964,1,-1.737901,1,.088117123,.041114133,2.1432319,1,1,1,1,1,0,0,0,-15.18,0,-.3525421,4.0638852,8.9379673,2.5555766,.42016321,0,-10.688754,-11.264863,,,,,,,,,0,
2005,Greece,350,Europe,4,0,0,83.3,93.800003,0,1026000,1.884,240.076,21642,11.092913,7929.3281,.052411642,.033957601,7623.437,264,9.8000002,2.8119698,.80412,4,50,43,80.199997,50,50,0,.092491485,0,0,,0,.70895499,1,7,0,,0,0,0,0,0,0,0,,0,.000099999997,.16983816,0,0,1698.3816,2.0085444,-.37392917,-.14828275,-.10918863,,-2.3806386,0,.29963502,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1097435692,GRC,0,7929.3281,9319.273800036621,.0001073045,4571201,-.74857497,-.2095121,-.8028186,-.52934337,-1.1554949,1.8536997,-.18455155,-.98707879,3.8155789,1.6710066,0,0,0,0,0,0,0,0,0,0,-2.5702691,1,.014668101,.005080977,2.8868661,0,-1.1864767,0,.19734496,.11771705,1.6764348,0,0,0,1,1,0,0,0,8.3925362,1,-.34396324,4.4224486,8.938983,5.4809556,-.21800676,0,-5.9756308,-8.9375992,.0057610092,.0057610092,3.75038,.79452002,.91891998,.89188999,0,15.137368,0,-.2300171
2006,Greece,350,Europe,4,0,0,85,66.699997,0,31755600,1.804,253.298,22762,11.127947,7929.3281,.043590333,.017880131,7623.437,264,8.8999996,2.4253013,.79714084,4,50,43,82.400002,50,50,0,2.8536799,0,0,,0,.67910498,1,7,0,,0,0,0,0,0,0,0,,0,.000099999997,.16211437,0,0,1621.1437,2.0821795,-.37392917,-.044129025,-.11370292,,1.0486094,0,.37700737,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1311937600.5,GRC,0,7929.3281,9319.273800036621,.0001073045,5179423.5,-.73818231,-.2095121,-.8028186,-.54140943,-1.103385,1.9331038,-.15178557,-.98707879,3.8155789,1.7392312,1,1,1,1,0,0,0,0,1,1,-2.1056254,1,.043466374,.017618453,2.4670937,1,-2.821696,1,.007447158,.0023885216,3.1178944,1,1,1,1,1,3,0,0,8.3925362,1,-.38697955,4.4426513,8.938983,5.5345669,-.22672391,0,-6.097394,-8.9342175,.0074644401,.0074644401,5.681835,.76437002,.93102998,.91953999,0,15.552785,0,-.26870328
2007,Greece,350,Europe,4,0,0,70,85.699997,0,829600,2.179,262.255,23493,11.163002,7929.3281,.041560225,.022706676,7623.437,264,8.3000002,3.3152964,.73063749,4,50,43,81.599998,50,40,0,.074316926,0,0,,0,.71527803,1,7,0,,0,0,0,0,0,0,0,,0,.000099999997,.19519839,0,0,1951.9839,1.4324569,-.37392917,-.14896829,-.094366476,,-2.5994165,0,.21777503,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1703899726,GRC,0,7929.3281,9319.273800036621,.0001073045,6497110.5,-.71566695,-.2095121,-.8028186,-.57706892,-1.033771,1.3887413,-.27121651,-.98707879,3.8155789,1.4905543,1,1,1,1,0,0,0,0,1,1,-1.8961554,1,.066096395,.028969752,2.2815659,1,-2.39709,1,.022551388,.0082629332,2.729223,1,1,1,1,1,3,0,0,-15.18,1,-.33508396,4.2484951,8.938983,5.5693173,-.31383786,0,-5.9198542,-8.6321945,.0064588152,.0064588152,6.310151,.75658,.92105001,.90259999,0,15.65767,0,-.278947
2008,Greece,350,Europe,4,4560,1,44.4,84.800003,0,717050,2.092,261.691,23394,11.186439,7929.3281,.051082265,.027297776,7623.437,224,7.6999998,4.7232103,.68267471,4,50,44,81,50,50,0,.06409993,0,0,,0,.68666703,1,7,0,,0,0,4560,0,0,1,44.400002,,11.068198,407.63641,.18701215,0,.00045877194,.00045877194,.32359681,-.37392917,-.1493537,-.20845298,,-2.7473121,0,.078176044,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1511056709,GRC,0,7929.3281,9319.273800036621,.0001073045,5774202,-.7280193,-.2095121,-.8028186,-.73917091,-.82975912,.46279615,-.4845835,-.98707879,3.8155789,1.0462859,1,1,1,1,0,0,0,0,1,1,-1.8745643,1,.068842486,.030426346,2.2625947,1,-1.6510338,1,.10209058,.049365841,2.0680411,1,1,1,1,1,3,0,0,8.3925362,1,-.37590578,3.7932394,8.938983,5.5671644,-.38173681,0,-5.8611455,-8.7170477,.006364353,.006364353,10.79136,.74658,.91781002,.89582998,0,16.194256,0,-.29225248
2009,Greece,350,Europe,4,0,0,61.7,90.5,0,350000,1.919,253.483,22658,11.187085,7929.3281,.0496764,.029161032,7623.437,224,9.5,2.3012459,.71984339,4,50,46,80.800003,50,50,0,.031286076,0,0,,0,.68115902,1,7,0,,0,0,0,0,0,0,0,,0,.000099999997,.17153709,0,0,1715.3708,1.0729437,-.37392917,-.15059145,-.10819567,,-3.4645822,0,.16844702,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1681681748.5,GRC,0,7929.3281,9319.273800036621,.0001073045,6634298,-.71332282,-.2095121,-.8028186,-.62096369,-.96571094,1.0937487,-.3349717,-.98707879,3.8155789,1.3578047,1,1,1,1,0,0,0,0,1,1,-1.393189,1,.15115851,.081781328,1.8483255,1,-1.6663098,1,.099536315,.047825858,2.0812237,1,1,1,1,1,3,0,0,-15.18,1,-.3839595,4.1222839,8.938983,5.5352969,-.32872161,0,-5.850739,-8.4596272,.0094730603,.0094730603,7.425366,.71013999,.90579998,.90579998,0,15.820413,0,-.34229317
2010,Greece,350,Europe,4,130,1,60,90.599998,0,146000,1.775,240.951,21603,11.153454,7929.3281,.0401791,.024309503,7623.437,224,12.5,1.1355088,.75504494,4,60,47,82.5,60,60,0,.013090115,0,0,,0,.71232897,1,7,0,,0,0,0,130,0,0,0,,0,11.655582,.15914352,0,0,.013653846,.99930835,-.37392917,-.15127781,-.20845221,,-4.3358979,0,.1419168,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,975670943.5,GRC,0,7929.3281,9319.273800036621,.0001073045,4049250.5,-.75749356,-.2095121,-.8028186,-.67405111,-.97044498,1.0113988,-.37772655,-.98707879,3.8155789,1.2687813,1,1,1,1,0,0,0,0,1,1,-1.3982044,1,.15010408,.081025839,1.8525457,1,-1.6183238,1,.10769797,.052796416,2.0398729,1,1,1,1,1,3,0,0,-15.18,1,-.33921543,4.0943446,8.938983,5.4845934,-.28097802,0,-5.9877868,-8.1819611,.015241486,.015241486,10.464093,.8125,.61719,.57031,0,16.16346,0,-.20763937
2011,Greece,350,Europe,4,120,1,72.2,92.199997,0,1808000,1.44,223.83,20123,11.123213,7929.3281,.053973421,.018848453,7623.437,224,17.700001,1.0495374,.71935523,4,50,38,82.599998,60,60,0,.16254297,0,0,,0,.70588201,1,7,0,,0,0,0,120,0,0,0,,0,10.78825,.12945899,0,0,.011999999,1.5277494,-.37392917,-.14564036,-.20845231,,-1.8168129,0,.20846049,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,996980122,GRC,0,7929.3281,9319.273800036621,.0001073045,4454184.5,-.75057447,-.2095121,-.8028186,-.60936904,-1.0651188,1.4395804,-.28332132,-.98707879,3.8155789,1.4653502,1,1,1,1,0,0,0,0,1,1,-1.2392595,1,.18510713,.10762471,1.7199315,1,-1.5138814,1,.12683642,.065027952,1.9504907,1,1,1,1,1,0,0,0,-15.18,0,-.34830716,4.2794399,8.938983,5.4108868,-.3294,0,-6.1752052,-8.5031576,,,,,,,,,0,
2012,Greece,350,Europe,4,150,1,58.5,88.900002,0,105700,1.024,208.223,18771,11.092771,7929.3281,.037664693,.01179354,7623.437,202,24.200001,-.33222982,.77829361,4,50,35,82.099998,60,60,0,.0095287282,0,0,,0,.68421102,1,7,0,,0,0,150,0,0,1,58.5,,9.1620665,13.52232,.092312373,0,.0068266671,.0068266671,.93433607,-.37392917,-.15141216,-.20845261,,-4.6534438,0,.13483986,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,926438451,GRC,0,7929.3281,9319.273800036621,.0001073045,4449261,-.75065857,-.2095121,-.8028186,-.67816889,-.95563066,.95826787,-.38676733,-.98707879,3.8155789,1.2499568,1,1,1,1,0,0,0,0,1,1,-1.2633972,1,.1795997,.10322323,1.7399155,1,-1.2275466,1,.18780074,.10980862,1.710255,1,1,1,1,1,0,0,0,-15.18,0,-.37948892,4.0690269,8.938983,5.3386097,-.25065145,0,-6.3459663,-8.355751,,,,,,,,,0,
2005,Bulgaria,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.0060684052,.038740527,3.757304,.77397001,.89864999,.88514,0,15.139213,0,-.25622216
2006,Bulgaria,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.0051887711,.041689385,6.074744,.75287002,.93102998,.90805,0,15.619651,0,-.28386268
2007,Bulgaria,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.0043091369,.052179914,7.310529,.73684001,.90131998,.88312,0,15.804826,0,-.30538449
2008,Bulgaria,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.0034295029,.053060316,8.558353,.73610997,.92360997,.90278,0,15.962419,0,-.30637574
2009,Bulgaria,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.0097213034,.054301497,5.116948,.69853002,.88235003,.89705998,0,15.448069,0,-.35877714
2010,Bulgaria,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,.012130917,.025743412,6.84658,.74242002,.90152001,.87120998,0,15.73926,0,-.29784015
